bigram,n,star,pec
6 weeks,24,2,0.006679654884497634
fast forward,24,2,0.006679654884497634
story short,24,2,0.006679654884497634
2 3,23,2,0.0064013359309769
super nice,23,2,0.0064013359309769
time frame,23,2,0.0064013359309769
5 days,22,2,0.006123016977456165
deep cleaning,22,2,0.006123016977456165
dog poop,22,2,0.006123016977456165
sales rep,22,2,0.006123016977456165
star review,22,2,0.006123016977456165
dog park,21,2,0.00584469802393543
water softener,21,2,0.00584469802393543
5 hours,20,2,0.0055663790704146955
bedroom apartment,20,2,0.0055663790704146955
garbage disposal,20,2,0.0055663790704146955
maintenance guy,20,2,0.0055663790704146955
property management,20,2,0.0055663790704146955
real estate,20,2,0.0055663790704146955
sq ft,20,2,0.0055663790704146955
2 star,19,2,0.0052880601168939605
4 hours,19,2,0.0052880601168939605
hot tub,19,2,0.0052880601168939605
hour window,19,2,0.0052880601168939605
maintenance crew,19,2,0.0052880601168939605
sales person,19,2,0.0052880601168939605
water damage,19,2,0.0052880601168939605
30 days,18,2,0.005009741163373225
month ago,18,2,0.005009741163373225
nfast forward,18,2,0.005009741163373225
4 times,17,2,0.004731422209852491
4 weeks,17,2,0.004731422209852491
5 minutes,17,2,0.004731422209852491
bottom line,17,2,0.004731422209852491
days ago,17,2,0.004731422209852491
front yard,17,2,0.004731422209852491
green mango,17,2,0.004731422209852491
ni called,17,2,0.004731422209852491
day notice,16,2,0.004453103256331756
moving company,16,2,0.004453103256331756
numerous times,16,2,0.004453103256331756
24 hours,15,2,0.004174784302811021
40 minutes,15,2,0.004174784302811021
air conditioning,15,2,0.004174784302811021
bad experience,15,2,0.004174784302811021
late fee,15,2,0.004174784302811021
return call,15,2,0.004174784302811021
highly recommend,3223,5,0.1419448603893244
customer service,2018,5,0.08887518717519598
garage door,748,5,0.03294283449308553
las vegas,727,5,0.03201796881881441
real estate,478,5,0.021051704395314015
highly recommended,452,5,0.0199066326081212
water heater,452,5,0.0199066326081212
top notch,388,5,0.01708799436272351
amazing job,365,5,0.016075046243283715
excellent job,353,5,0.015546551572271645
carpet cleaning,348,5,0.015326345459349952
5 stars,345,5,0.015194221791596935
fair price,317,5,0.013961067559235445
reasonable price,308,5,0.013564696555976394
excellent service,288,5,0.012683872104289616
fantastic job,287,5,0.012639830881705276
home warranty,274,5,0.01206729498810887
30 minutes,265,5,0.01167092398484982
2 hours,261,5,0.011494759094512464
5 star,248,5,0.010922223200916058
timely manner,240,5,0.010569893420241346
home depot,231,5,0.010173522416982295
air conditioning,220,5,0.009689068968554567
phone call,212,5,0.009336739187879856
moving company,209,5,0.009204615520126838
excellent customer,201,5,0.008852285739452128
property management,200,5,0.008808244516867788
office staff,199,5,0.00876420329428345
super friendly,197,5,0.008676120849114772
ac unit,191,5,0.008411873513608737
20 minutes,190,5,0.0083678322910244
extremely professional,186,5,0.008191667400687042
yelp reviews,184,5,0.008103584955518365
hot water,179,5,0.007883378842596671
pool service,179,5,0.007883378842596671
warranty company,172,5,0.0075750902845062975
15 minutes,169,5,0.007442966616753281
24 hours,169,5,0.007442966616753281
service call,165,5,0.0072668017264159255
10 minutes,159,5,0.0070025543909098915
awesome job,159,5,0.0070025543909098915
extremely helpful,155,5,0.006826389500572536
ni highly,154,5,0.006782348277988197
2 days,151,5,0.00665022461023518
entire process,146,5,0.0064300184973134855
extra mile,145,5,0.006385977274729147
pest control,143,5,0.006297894829560469
1 2,141,5,0.00620981238439179
family owned,140,5,0.0061657711618074516
super nice,140,5,0.0061657711618074516
water softener,140,5,0.0061657711618074516
cleaning service,139,5,0.006121729939223113
wonderful job,137,5,0.006033647494054435
3 hours,132,5,0.00581344138113274
nice guy,131,5,0.005769400158548401
months ago,130,5,0.005725358935964062
front yard,129,5,0.005681317713379723
property manager,127,5,0.005593235268211046
2 weeks,125,5,0.005505152823042368
apartment complex,121,5,0.005328987932705012
ni called,121,5,0.005328987932705012
front door,118,5,0.005196864264951995
time frame,116,5,0.005108781819783317
rental property,114,5,0.00502069937461464
friendly professional,113,5,0.0049766581520303
extremely happy,112,5,0.004932616929445961
outstanding job,112,5,0.004932616929445961
professional courteous,112,5,0.004932616929445961
friendly staff,111,5,0.004888575706861622
carpets cleaned,109,5,0.0048004932616929445
professional friendly,108,5,0.004756452039108606
extremely knowledgeable,104,5,0.00458028714877125
