bigram,n,star,pec
nthe service,217,2,0.01117980422462648
mexican food,215,2,0.011076764554353425
dining experience,207,2,0.010664605873261205
bar food,198,2,0.010200927357032458
bad service,197,2,0.01014940752189593
1 star,196,2,0.010097887686759403
food quality,195,2,0.010046367851622875
onion rings,194,2,0.009994848016486348
40 minutes,187,2,0.009634209170530655
mashed potatoes,184,2,0.00947964966512107
sports bar,183,2,0.009428129829984543
3 times,182,2,0.009376609994848016
5 stars,179,2,0.009222050489438433
sweet potato,176,2,0.00906749098402885
chicken wings,175,2,0.009015971148892323
pork belly,170,2,0.008758371973209686
prime rib,170,2,0.008758371973209686
chicken sandwich,169,2,0.008706852138073158
2 hours,167,2,0.008603812467800103
multiple times,166,2,0.008552292632663576
fish tacos,162,2,0.008346213292117466
caesar salad,161,2,0.008294693456980938
front desk,158,2,0.008140133951571355
pulled pork,154,2,0.007934054611025245
write home,148,2,0.0076249356002060795
dance floor,147,2,0.007573415765069552
mediocre food,146,2,0.0075218959299330245
minute wait,145,2,0.007470376094796497
25 minutes,144,2,0.0074188562596599695
food arrived,143,2,0.007367336424523442
french fries,143,2,0.007367336424523442
bloody mary,141,2,0.007264296754250386
grilled cheese,140,2,0.0072127769191138585
2 star,136,2,0.0070066975785677485
terrible service,136,2,0.0070066975785677485
credit card,129,2,0.006646058732612056
bbq sauce,128,2,0.006594538897475528
parking lot,128,2,0.006594538897475528
wait time,128,2,0.006594538897475528
bad experience,124,2,0.0063884595569294175
blue cheese,123,2,0.00633693972179289
live music,123,2,0.00633693972179289
hot sauce,122,2,0.0062854198866563625
lacked flavor,122,2,0.0062854198866563625
horrible service,121,2,0.006233900051519835
potato fries,119,2,0.00613086038124678
eye contact,115,2,0.00592478104070067
menu items,115,2,0.00592478104070067
deep fried,114,2,0.005873261205564142
5 star,111,2,0.00571870170015456
3 4,109,2,0.005615662029881504
sour cream,108,2,0.0055641421947449764
entire time,106,2,0.005461102524471921
nour server,105,2,0.005409582689335394
15 min,104,2,0.005358062854198866
gluten free,104,2,0.005358062854198866
10 15,103,2,0.005306543019062339
fine dining,102,2,0.005255023183925811
grocery store,102,2,0.005255023183925811
short rib,99,2,0.005100463678516229
portion size,98,2,0.005048943843379701
disappointing experience,97,2,0.004997424008243174
drink menu,97,2,0.004997424008243174
20 min,96,2,0.004945904173106646
4 stars,96,2,0.004945904173106646
food service,96,2,0.004945904173106646
fried rice,96,2,0.004945904173106646
ten minutes,95,2,0.004894384337970119
half hour,94,2,0.004842864502833591
olive garden,94,2,0.004842864502833591
bar tender,93,2,0.004791344667697064
brussel sprouts,93,2,0.004791344667697064
carne asada,93,2,0.004791344667697064
iced tea,92,2,0.004739824832560535
worst service,92,2,0.004739824832560535
10 min,91,2,0.004688304997424008
10 mins,90,2,0.00463678516228748
30 min,90,2,0.00463678516228748
fast food,88,2,0.004533745492014425
happy hour,3185,4,0.07404738102434148
beer selection,1159,4,0.02694534210587497
5 stars,1157,4,0.026898844535373025
4 stars,1131,4,0.02629437611884779
highly recommend,1066,4,0.0247832050775347
las vegas,936,4,0.021760862994908516
nthe food,784,4,0.01822704763676098
ice cream,737,4,0.01713435472996536
live music,694,4,0.016134656964173624
fried chicken,683,4,0.015878920326412947
friday night,681,4,0.015832422755911003
customer service,665,4,0.015460442191895473
saturday night,665,4,0.015460442191895473
sweet potato,636,4,0.014786227419617324
wait staff,598,4,0.01390277358008044
friendly staff,597,4,0.01387952479482947
bar food,586,4,0.013623788157068793
pork belly,586,4,0.013623788157068793
pleasantly surprised,562,4,0.013065817311045497
nthe service,543,4,0.012624090391277055
pulled pork,512,4,0.011903378048496966
late night,498,4,0.011577895054983377
sports bar,489,4,0.011368655987724642
cooked perfectly,484,4,0.011252412061469787
fish tacos,449,4,0.010438704577685816
super friendly,447,4,0.010392207007183874
mashed potatoes,424,4,0.00985748494641155
5 star,420,4,0.009764489805407667
date night,411,4,0.009555250738148932
friendly service,408,4,0.00948550438239602
onion rings,403,4,0.009369260456141167
prime rib,399,4,0.009276265315137285
craft beer,398,4,0.009253016529886313
1 2,392,4,0.00911352381838049
grilled cheese,386,4,0.008974031106874666
4 5,384,4,0.008927533536372724
menu items,383,4,0.008904284751121753
chicken sandwich,378,4,0.008788040824866901
