bigram,n,year,star,pec
pork belly,16,2015,4,0.0051830255911888565
wait time,16,2015,4,0.0051830255911888565
4 5,15,2015,4,0.004859086491739553
bar food,15,2015,4,0.004859086491739553
botanical gardens,15,2015,4,0.004859086491739553
date night,15,2015,4,0.004859086491739553
entire time,15,2015,4,0.004859086491739553
highly recommended,15,2015,4,0.004859086491739553
huge fan,15,2015,4,0.004859086491739553
las vegas,145,2016,4,0.05290040131338927
ice cream,139,2016,4,0.050711419190076615
hot chocolate,118,2016,4,0.043049981758482306
frozen hot,90,2016,4,0.032834731849689894
4 stars,65,2016,4,0.023713973002553814
highly recommend,62,2016,4,0.022619481940897482
5 stars,61,2016,4,0.02225465158701204
happy hour,57,2016,4,0.020795330171470266
cheese curds,51,2016,4,0.018606348048157608
pretty cool,45,2016,4,0.016417365924844947
cirque du,43,2016,4,0.01568770521707406
du soleil,42,2016,4,0.015322874863188618
fremont street,39,2016,4,0.014228383801532287
gluten free,37,2016,4,0.0134987230937614
nthe food,37,2016,4,0.0134987230937614
parking lot,36,2016,4,0.013133892739875957
chopped salad,34,2016,4,0.012404232032105071
coffee shop,34,2016,4,0.012404232032105071
customer service,34,2016,4,0.012404232032105071
noodle soup,33,2016,4,0.012039401678219628
onion rings,31,2016,4,0.011309740970448741
pleasantly surprised,31,2016,4,0.011309740970448741
live music,30,2016,4,0.010944910616563297
peanut butter,30,2016,4,0.010944910616563297
sweet potato,30,2016,4,0.010944910616563297
super friendly,29,2016,4,0.010580080262677856
vegas strip,29,2016,4,0.010580080262677856
gift shop,28,2016,4,0.010215249908792412
coca cola,27,2016,4,0.009850419554906968
french toast,27,2016,4,0.009850419554906968
fried chicken,27,2016,4,0.009850419554906968
15 minutes,26,2016,4,0.009485589201021525
deep fried,26,2016,4,0.009485589201021525
friendly staff,26,2016,4,0.009485589201021525
pulled pork,26,2016,4,0.009485589201021525
farmers market,25,2016,4,0.009120758847136081
friday night,25,2016,4,0.009120758847136081
4 5,24,2016,4,0.008755928493250638
beer selection,24,2016,4,0.008755928493250638
red rice,24,2016,4,0.008755928493250638
tour guide,24,2016,4,0.008755928493250638
30 minutes,23,2016,4,0.008391098139365194
chicken sandwich,23,2016,4,0.008391098139365194
container park,23,2016,4,0.008391098139365194
outdoor seating,23,2016,4,0.008391098139365194
whipped cream,23,2016,4,0.008391098139365194
red velvet,22,2016,4,0.008026267785479753
pad thai,21,2016,4,0.007661437431594309
pork belly,21,2016,4,0.007661437431594309
saturday night,21,2016,4,0.007661437431594309
10 minutes,20,2016,4,0.0072966070777088655
5 star,20,2016,4,0.0072966070777088655
family friendly,20,2016,4,0.0072966070777088655
food trucks,19,2016,4,0.006931776723823422
friendly service,19,2016,4,0.006931776723823422
people watching,19,2016,4,0.006931776723823422
story line,19,2016,4,0.006931776723823422
bit pricey,18,2016,4,0.006566946369937978
food truck,18,2016,4,0.006566946369937978
nthe staff,18,2016,4,0.006566946369937978
bad seat,17,2016,4,0.006202116016052536
cactus garden,17,2016,4,0.006202116016052536
neon museum,17,2016,4,0.006202116016052536
2 hours,16,2016,4,0.005837285662167092
goat cheese,16,2016,4,0.005837285662167092
grilled cheese,16,2016,4,0.005837285662167092
hidden gem,16,2016,4,0.005837285662167092
menu items,16,2016,4,0.005837285662167092
nthe service,16,2016,4,0.005837285662167092
potato fries,16,2016,4,0.005837285662167092
20 minutes,15,2016,4,0.005472455308281649
chocolate factory,15,2016,4,0.005472455308281649
craft beer,15,2016,4,0.005472455308281649
date night,15,2016,4,0.005472455308281649
highly recommended,15,2016,4,0.005472455308281649
late night,15,2016,4,0.005472455308281649
prime rib,15,2016,4,0.005472455308281649
red rock,15,2016,4,0.005472455308281649
serendipity 3,15,2016,4,0.005472455308281649
street experience,15,2016,4,0.005472455308281649
thai food,15,2016,4,0.005472455308281649
1 2,14,2016,4,0.005107624954396206
dog friendly,14,2016,4,0.005107624954396206
free parking,14,2016,4,0.005107624954396206
fried rice,14,2016,4,0.005107624954396206
wait staff,14,2016,4,0.005107624954396206
45 minutes,13,2016,4,0.0047427946005107625
5 minutes,13,2016,4,0.0047427946005107625
absolutely loved,13,2016,4,0.0047427946005107625
bar food,13,2016,4,0.0047427946005107625
bbq chicken,13,2016,4,0.0047427946005107625
bbq sauce,13,2016,4,0.0047427946005107625
beef brisket,13,2016,4,0.0047427946005107625
breakfast lunch,13,2016,4,0.0047427946005107625
carrot cake,13,2016,4,0.0047427946005107625
food options,13,2016,4,0.0047427946005107625
hip hop,13,2016,4,0.0047427946005107625
mexican food,13,2016,4,0.0047427946005107625
nice atmosphere,13,2016,4,0.0047427946005107625
recommend coming,13,2016,4,0.0047427946005107625
ice cream,37,2017,2,0.04798962386511025
customer service,35,2017,2,0.04539559014267185
10 minutes,29,2017,2,0.03761348897535668
2 stars,29,2017,2,0.03761348897535668
30 minutes,16,2017,2,0.020752269779507133
nthe food,16,2017,2,0.020752269779507133
15 minutes,15,2017,2,0.019455252918287938
happy hour,15,2017,2,0.019455252918287938
20 minutes,13,2017,2,0.016861219195849545
40 minutes,13,2017,2,0.016861219195849545
fried chicken,13,2017,2,0.016861219195849545
wait staff,12,2017,2,0.01556420233463035
chicken breast,11,2017,2,0.014267185473411154
cirque du,11,2017,2,0.014267185473411154
du soleil,11,2017,2,0.014267185473411154
