bigram,n,star,pec
fair price,2,5,0.005361930294906166
famed las,2,5,0.005361930294906166
fast signs,2,5,0.005361930294906166
franklin docs,2,5,0.005361930294906166
freemont street,2,5,0.005361930294906166
fuckin awesome,2,5,0.005361930294906166
green salsa,2,5,0.005361930294906166
guacamole dip,2,5,0.005361930294906166
hotels honestly,2,5,0.005361930294906166
ice cream,2,5,0.005361930294906166
ist es,2,5,0.005361930294906166
jj lavelle,2,5,0.005361930294906166
kids stuff,2,5,0.005361930294906166
linq promenade,2,5,0.005361930294906166
local news,2,5,0.005361930294906166
mandalay bay,2,5,0.005361930294906166
mashed potatoes,2,5,0.005361930294906166
customer service,84,1,0.17647058823529413
circulation department,12,1,0.025210084033613446
cox cable,9,1,0.018907563025210083
credit card,9,1,0.018907563025210083
fake news,8,1,0.01680672268907563
3 times,7,1,0.014705882352941176
called customer,7,1,0.014705882352941176
cox communications,7,1,0.014705882352941176
las vegas,7,1,0.014705882352941176
service director,7,1,0.014705882352941176
worst customer,7,1,0.014705882352941176
3 days,6,1,0.012605042016806723
terrible customer,6,1,0.012605042016806723
arizona republic,5,1,0.01050420168067227
duluth trading,5,1,0.01050420168067227
extremely rude,5,1,0.01050420168067227
internet access,5,1,0.01050420168067227
internet service,5,1,0.01050420168067227
late fee,5,1,0.01050420168067227
months ago,5,1,0.01050420168067227
phone calls,5,1,0.01050420168067227
sunday edition,5,1,0.01050420168067227
2 months,4,1,0.008403361344537815
30 minutes,4,1,0.008403361344537815
az republic,4,1,0.008403361344537815
call customer,4,1,0.008403361344537815
channel 5,4,1,0.008403361344537815
dennis 857638,4,1,0.008403361344537815
fox 10,4,1,0.008403361344537815
gift card,4,1,0.008403361344537815
home delivery,4,1,0.008403361344537815
loyal customers,4,1,0.008403361344537815
paper delivered,4,1,0.008403361344537815
past due,4,1,0.008403361344537815
poor customer,4,1,0.008403361344537815
print vegas,4,1,0.008403361344537815
puzzle book,4,1,0.008403361344537815
radio station,4,1,0.008403361344537815
sales pitch,4,1,0.008403361344537815
snail mail,4,1,0.008403361344537815
sunday paper,4,1,0.008403361344537815
terrible service,4,1,0.008403361344537815
time customer,4,1,0.008403361344537815
voice mail,4,1,0.008403361344537815
weeks ago,4,1,0.008403361344537815
12 months,3,1,0.0063025210084033615
2 days,3,1,0.0063025210084033615
3 weeks,3,1,0.0063025210084033615
5 times,3,1,0.0063025210084033615
amber 833258,3,1,0.0063025210084033615
app access,3,1,0.0063025210084033615
bad customer,3,1,0.0063025210084033615
black friday,3,1,0.0063025210084033615
brandon assured,3,1,0.0063025210084033615
brandon brandon,3,1,0.0063025210084033615
business practices,3,1,0.0063025210084033615
cable internet,3,1,0.0063025210084033615
call center,3,1,0.0063025210084033615
called 3,3,1,0.0063025210084033615
channel 3,3,1,0.0063025210084033615
class action,3,1,0.0063025210084033615
cochran mazda,3,1,0.0063025210084033615
cox customer,3,1,0.0063025210084033615
customer services,3,1,0.0063025210084033615
day paper,3,1,0.0063025210084033615
days ago,3,1,0.0063025210084033615
fast trac,3,1,0.0063025210084033615
fire hose,3,1,0.0063025210084033615
floor supervisor,3,1,0.0063025210084033615
heidi harris,3,1,0.0063025210084033615
hidden fees,3,1,0.0063025210084033615
horrible service,3,1,0.0063025210084033615
internet provider,3,1,0.0063025210084033615
issued based,3,1,0.0063025210084033615
knee pads,3,1,0.0063025210084033615
loyal customer,3,1,0.0063025210084033615
loyalty department,3,1,0.0063025210084033615
mass incompetence,3,1,0.0063025210084033615
mass media,3,1,0.0063025210084033615
media mass,3,1,0.0063025210084033615
monthly payment,3,1,0.0063025210084033615
multiple times,3,1,0.0063025210084033615
phoenix location,3,1,0.0063025210084033615
phone call,3,1,0.0063025210084033615
pledge drive,3,1,0.0063025210084033615
police report,3,1,0.0063025210084033615
potential customers,3,1,0.0063025210084033615
realty sign,3,1,0.0063025210084033615
review journal,3,1,0.0063025210084033615
service department,3,1,0.0063025210084033615
subscription issue,3,1,0.0063025210084033615
sunday delivery,3,1,0.0063025210084033615
supervisor brandon,3,1,0.0063025210084033615
thanksgiving day,3,1,0.0063025210084033615
tomorrow mass,3,1,0.0063025210084033615
tv station,3,1,0.0063025210084033615
ultimate fire,3,1,0.0063025210084033615
worst internet,3,1,0.0063025210084033615
00am pst,2,1,0.004201680672268907
1 2,2,1,0.004201680672268907
las vegas,11,3,0.08029197080291971
customer service,6,3,0.043795620437956206
prime rib,3,3,0.021897810218978103
review journal,3,3,0.021897810218978103
terrible news,3,3,0.021897810218978103
year's resolution,3,3,0.021897810218978103
ad blocker,2,3,0.014598540145985401
arizona sports,2,3,0.014598540145985401
channel 12,2,3,0.014598540145985401
cheese chimichanga,2,3,0.014598540145985401
christmas music,2,3,0.014598540145985401
delete music,2,3,0.014598540145985401
dining scene,2,3,0.014598540145985401
free online,2,3,0.014598540145985401
happy hour,2,3,0.014598540145985401
margarita pie,2,3,0.014598540145985401
red rock,2,3,0.014598540145985401
rock canyon,2,3,0.014598540145985401
spinach enchilada,2,3,0.014598540145985401
vegas review,2,3,0.014598540145985401
12 2,1,3,0.0072992700729927005
12z 3,1,3,0.0072992700729927005
2 separate,1,3,0.0072992700729927005
2 weeks,1,3,0.0072992700729927005
2017 president,1,3,0.0072992700729927005
215 beltway,1,3,0.0072992700729927005
24 48,1,3,0.0072992700729927005
3 stars,1,3,0.0072992700729927005
3 times,1,3,0.0072992700729927005
4 hours,1,3,0.0072992700729927005
4 times,1,3,0.0072992700729927005
460 feet,1,3,0.0072992700729927005
48 hours,1,3,0.0072992700729927005
4z 1,1,3,0.0072992700729927005
5 stars,1,3,0.0072992700729927005
8 happy,1,3,0.0072992700729927005
abbreviated rj,1,3,0.0072992700729927005
actual service,1,3,0.0072992700729927005
address promise,1,3,0.0072992700729927005
afternoon producer,1,3,0.0072992700729927005
aiight rating,1,3,0.0072992700729927005
american cheese,1,3,0.0072992700729927005
app replay,1,3,0.0072992700729927005
approximately 2,1,3,0.0072992700729927005
approximately 3,1,3,0.0072992700729927005
april 1st,1,3,0.0072992700729927005
arrived late,1,3,0.0072992700729927005
attentive menu,1,3,0.0072992700729927005
awesome atrium,1,3,0.0072992700729927005
bean cheese,1,3,0.0072992700729927005
beans tasted,1,3,0.0072992700729927005
beautiful interior,1,3,0.0072992700729927005
beautiful mornings,1,3,0.0072992700729927005
beef burrito,1,3,0.0072992700729927005
beef enchiladas,1,3,0.0072992700729927005
blah ni,1,3,0.0072992700729927005
bland beans,1,3,0.0072992700729927005
blocker informed,1,3,0.0072992700729927005
blocker search,1,3,0.0072992700729927005
blue sky,1,3,0.0072992700729927005
bona fide,1,3,0.0072992700729927005
botanical garden,1,3,0.0072992700729927005
buffets cost,1,3,0.0072992700729927005
